close,date,high,id,low,month,open,volume,year
527.68,2012-11-16,506.5,302,505.75,11,525.2,45246109,2012
525.62,2012-11-15,506.5,303,522.62,11,537.53,28211055,2012
536.88,2012-11-14,506.5,304,536.18,11,545.5,17041711,2012
542.9,2012-11-13,506.5,305,536.36,11,538.91,19043230,2012
542.83,2012-11-12,506.5,306,538.65,11,554.15,18421497,2012
547.06,2012-11-09,506.5,307,533.72,11,540.42,33210928,2012
537.75,2012-11-08,506.5,308,535.29,11,560.63,37719477,2012
558,2012-11-07,506.5,309,555.75,11,573.84,28344598,2012
582.85,2012-11-06,506.5,310,580.09,11,590.23,13389863,2012
584.62,2012-11-05,506.5,311,577.6,11,583.52,18903032,2012
576.8,2012-11-02,506.5,312,574.75,11,595.89,21406152,2012
596.54,2012-11-01,506.5,313,594.17,11,598.22,12908846,2012
595.32,2012-10-31,506.5,314,587.7,10,594.88,18214353,2012
604,2012-10-26,506.5,315,591,10,609.43,36372262,2012
609.54,2012-10-25,506.5,316,605.55,10,620,23440199,2012
616.83,2012-10-24,506.5,317,610.64,10,621.44,19947396,2012
613.36,2012-10-23,506.5,318,611.7,10,631,25255171,2012
634.03,2012-10-22,506.5,319,610.76,10,612.42,19526056,2012
609.84,2012-10-19,506.5,320,609.62,10,631.05,26574431,2012
632.64,2012-10-18,506.5,321,630,10,639.59,17022216,2012
644.61,2012-10-17,506.5,322,644,10,648.87,13903949,2012
649.79,2012-10-16,506.5,323,631,10,635.37,19634688,2012
634.76,2012-10-15,506.5,324,623.85,10,632.35,15446423,2012
629.71,2012-10-12,506.5,325,625.3,10,629.56,16429095,2012
628.1,2012-10-11,506.5,326,628.1,10,646.5,19502871,2012
640.91,2012-10-10,506.5,327,637,10,639.74,18226990,2012
638.17,2012-10-08,506.5,329,636.11,10,646.88,22784981,2012
652.59,2012-10-05,506.5,330,651.28,10,665.2,21214444,2012
666.8,2012-10-04,506.5,331,665.55,10,671.25,13241259,2012
671.45,2012-10-03,506.5,332,662.63,10,664.86,15152817,2012
661.31,2012-10-02,506.5,333,650.65,10,661.81,22428234,2012
659.39,2012-10-01,506.5,334,656.5,10,671.16,19413703,2012
667.1,2012-09-28,506.5,335,666.75,9,678.75,19111011,2012
681.32,2012-09-27,506.5,336,660.35,9,664.29,21217433,2012
665.18,2012-09-26,506.5,337,661.2,9,668.74,20596558,2012
673.54,2012-09-25,506.5,338,673,9,688.26,18527207,2012
690.79,2012-09-24,506.5,339,683,9,686.86,22848028,2012
700.1,2012-09-21,506.5,340,699.36,9,702.41,20413868,2012
698.7,2012-09-20,506.5,341,693.62,9,699.16,12020276,2012
702.1,2012-09-19,506.5,342,699.57,9,700.26,11673572,2012
701.91,2012-09-18,506.5,343,696.42,9,699.88,13339381,2012
699.78,2012-09-17,506.5,344,694.61,9,699.35,14215357,2012
691.28,2012-09-14,506.5,345,687.89,9,689.96,21445473,2012
682.98,2012-09-13,506.5,346,674.77,9,677.37,21369947,2012
669.79,2012-09-12,506.5,347,656,9,666.85,25436356,2012
660.59,2012-09-11,506.5,348,656.5,9,665.11,17997836,2012
662.74,2012-09-10,506.5,349,662.1,9,680.45,17428414,2012
680.44,2012-09-07,506.5,350,675.77,9,678.05,11773735,2012
676.27,2012-09-06,506.5,351,670.8,9,673.17,13977952,2012
670.23,2012-09-05,506.5,352,669.6,9,675.57,12012925,2012
674.97,2012-09-04,506.5,353,664.5,9,665.76,13138947,2012
665.24,2012-08-31,506.5,354,657.25,8,667.25,12082801,2012
663.87,2012-08-30,506.5,355,662.85,8,670.64,10810399,2012
673.47,2012-08-29,506.5,356,672.6,8,675.25,7243012,2012
674.8,2012-08-28,506.5,357,670.67,8,674.98,9549189,2012
675.68,2012-08-27,506.5,358,673.54,8,679.99,15246943,2012
663.22,2012-08-24,506.5,359,655.55,8,659.51,15619159,2012
662.63,2012-08-23,506.5,360,661.15,8,666.11,15004224,2012
668.87,2012-08-22,506.5,361,648.11,8,654.42,20190091,2012
656.06,2012-08-21,506.5,362,650.33,8,670.82,29025180,2012
665.15,2012-08-20,506.5,363,649.9,8,650.01,21906527,2012
648.11,2012-08-17,506.5,364,638.81,8,640,15812842,2012
636.34,2012-08-16,506.5,365,630.5,8,631.21,9099172,2012
630.83,2012-08-15,506.5,366,627.75,8,631.3,9196754,2012
631.69,2012-08-14,506.5,367,630.21,8,631.87,12148832,2012
630,2012-08-13,506.5,368,623.25,8,623.39,9958209,2012
621.7,2012-08-10,506.5,369,618.7,8,618.71,6966435,2012
620.73,2012-08-09,506.5,370,617.8,8,617.85,7921798,2012
619.86,2012-08-08,506.5,371,617.1,8,619.39,8739440,2012
620.91,2012-08-07,506.5,372,618.04,8,622.77,10375356,2012
622.55,2012-08-06,506.5,373,615.26,8,617.29,10797144,2012
615.7,2012-08-03,506.5,374,611.56,8,613.63,12318372,2012
607.79,2012-08-02,506.5,375,600.25,8,602.84,11866029,2012
606.81,2012-08-01,506.5,376,603,8,615.9,13732106,2012
610.76,2012-07-31,506.5,377,602.72,7,603.23,16511668,2012
595.03,2012-07-30,506.5,378,587.82,7,590.92,13540710,2012
585.16,2012-07-27,506.5,379,571.59,7,575.01,14430463,2012
574.88,2012-07-26,506.5,380,570.36,7,579.76,14528940,2012
574.97,2012-07-25,506.5,381,570,7,574.46,31330624,2012
600.92,2012-07-24,506.5,382,598.51,7,607.38,20183292,2012
603.83,2012-07-23,506.5,383,587.71,7,594.4,17427685,2012
604.3,2012-07-20,506.5,384,603.7,7,613.03,14195350,2012
614.32,2012-07-19,506.5,385,606,7,611.28,15602081,2012
606.26,2012-07-18,506.5,386,603.56,7,606.59,9024984,2012
606.94,2012-07-17,506.5,387,603.15,7,610.79,10493291,2012
606.91,2012-07-16,506.5,388,605.02,7,605.12,10760906,2012
604.97,2012-07-13,506.5,389,600,7,602.95,11129207,2012
598.9,2012-07-12,506.5,390,592.68,7,600.24,15285309,2012
604.43,2012-07-11,506.5,391,597.22,7,606.12,16761338,2012
608.21,2012-07-10,506.5,392,605.31,7,617.97,18284201,2012
613.89,2012-07-09,506.5,393,604.11,7,605.3,13550032,2012
605.88,2012-07-06,506.5,394,601.58,7,607.09,14965308,2012
609.94,2012-07-05,506.5,395,599.65,7,600.56,17299303,2012
599.41,2012-07-03,506.5,396,594,7,594.88,8632595,2012
592.52,2012-07-02,506.5,397,583.6,7,584.73,14288968,2012
584,2012-06-29,506.5,398,574.25,6,578,15051433,2012
569.05,2012-06-28,506.5,399,565.61,6,571.67,10108649,2012
574.5,2012-06-27,506.5,400,571.92,6,575,7252110,2012
572.02,2012-06-26,506.5,401,567.33,6,571.33,9883929,2012
570.76,2012-06-25,506.5,402,570.37,6,577.3,10869808,2012
582.1,2012-06-22,506.5,403,575.42,6,579.04,10169473,2012
577.67,2012-06-21,506.5,404,577.44,6,585.44,11660894,2012
585.74,2012-06-20,506.5,405,580.8,6,588.21,12827092,2012
587.41,2012-06-19,506.5,406,583.1,6,583.4,12907276,2012
585.78,2012-06-18,506.5,407,570.37,6,570.96,15728970,2012
574.13,2012-06-15,506.5,408,569.55,6,571,11973340,2012
571.53,2012-06-14,506.5,409,567.26,6,571.24,12351469,2012
572.16,2012-06-13,506.5,410,570.38,6,574.52,10491890,2012
576.16,2012-06-12,506.5,411,566.7,6,574.46,15556423,2012
571.17,2012-06-11,506.5,412,570.63,6,587.72,21116528,2012
580.32,2012-06-08,506.5,413,569,6,571.6,12410410,2012
571.72,2012-06-07,506.5,414,570.5,6,577.29,13570452,2012
571.46,2012-06-06,506.5,415,565.5,6,567.77,14337466,2012
562.83,2012-06-05,506.5,416,558.33,6,561.27,13864768,2012
564.29,2012-06-04,506.5,417,548.5,6,561.5,19892447,2012
560.99,2012-06-01,506.5,418,560.52,6,569.16,18606442,2012
577.73,2012-05-31,506.5,419,571.46,5,580.74,17568229,2012
579.17,2012-05-30,506.5,420,566.56,5,569.2,18907887,2012
572.27,2012-05-29,506.5,421,565.31,5,570.9,13589478,2012
562.29,2012-05-25,506.5,422,558.47,5,564.59,11730936,2012
565.32,2012-05-24,506.5,423,561.23,5,575.87,17721358,2012
556.97,2012-05-22,506.5,425,552.58,5,569.55,24813822,2012
561.28,2012-05-21,506.5,426,534.05,5,534.5,22538970,2012
530.38,2012-05-18,506.5,427,522.18,5,533.96,26153209,2012
530.12,2012-05-17,506.5,428,530.12,5,545.31,25614959,2012
546.08,2012-05-16,506.5,429,541.04,5,554.05,20031982,2012
553.17,2012-05-15,506.5,430,551.75,5,561.45,17010954,2012
558.22,2012-05-14,506.5,431,557.6,5,562.57,12593729,2012
566.71,2012-05-11,506.5,432,564.35,5,565,14269476,2012
570.52,2012-05-10,506.5,433,568.44,5,574.58,11902536,2012
569.18,2012-05-09,506.5,434,560.85,5,563.7,17167989,2012
568.18,2012-05-08,506.5,435,558.73,5,569.58,17758960,2012
569.48,2012-05-07,506.5,436,561.23,5,561.5,16439031,2012
565.25,2012-05-04,506.5,437,565.17,5,577.08,18928203,2012
581.82,2012-05-03,506.5,438,580.3,5,590.5,13948151,2012
585.98,2012-05-02,506.5,439,578.86,5,580.24,15272288,2012
582.13,2012-05-01,506.5,440,581.23,5,584.9,21821359,2012
583.98,2012-04-30,506.5,441,583,4,597.8,18076434,2012
603,2012-04-27,506.5,442,600.5,4,605.07,14527500,2012
607.7,2012-04-26,506.5,443,602.13,4,614.27,19145182,2012
610,2012-04-25,506.5,444,606,4,615.64,32346810,2012
560.28,2012-04-24,506.5,445,555,4,562.61,38442834,2012
571.7,2012-04-23,506.5,446,556.62,4,570.61,34518497,2012
572.98,2012-04-20,506.5,447,570.42,4,591.38,36820544,2012
587.44,2012-04-19,506.5,448,584.52,4,600.22,29811195,2012
608.34,2012-04-18,506.5,449,602.71,4,613.72,34090353,2012
609.7,2012-04-17,506.5,450,571.91,4,578.94,36624496,2012
580.13,2012-04-16,506.5,451,578.25,4,610.06,37528008,2012
605.23,2012-04-13,506.5,452,603.51,4,624.11,30701581,2012
622.77,2012-04-12,506.5,453,620.5,4,625,21940309,2012
626.2,2012-04-11,506.5,454,623.34,4,636.2,24878967,2012
628.44,2012-04-10,506.5,455,626,4,639.93,31774636,2012
636.23,2012-04-09,506.5,456,625.3,4,626.13,21340578,2012
633.68,2012-04-05,506.5,457,623.4,4,626.98,22902694,2012
624.31,2012-04-04,506.5,458,617,4,624.35,20463585,2012
629.32,2012-04-03,506.5,459,622.51,4,627.3,29805480,2012
618.63,2012-04-02,506.5,460,600.38,4,601.83,21369494,2012
599.55,2012-03-30,506.5,461,597.94,3,608.77,26108485,2012
609.86,2012-03-29,506.5,462,607.23,3,612.78,21722776,2012
617.62,2012-03-28,506.5,463,610.31,3,618.38,23409267,2012
614.48,2012-03-27,506.5,464,606.06,3,606.18,21683163,2012
606.98,2012-03-26,506.5,465,595.26,3,599.79,21276317,2012
596.05,2012-03-23,506.5,466,594.4,3,600.49,15374545,2012
599.34,2012-03-22,506.5,467,595.53,3,597.78,22290414,2012
602.5,2012-03-21,506.5,468,601.41,3,602.74,23001482,2012
605.96,2012-03-20,506.5,469,582,3,599.51,29166719,2012
601.1,2012-03-19,506.5,470,589.05,3,598.37,32186970,2012
585.57,2012-03-16,506.5,471,578,3,584.72,29481697,2012
585.56,2012-03-15,506.5,472,578.55,3,599.61,41416824,2012
589.58,2012-03-14,506.5,473,575.4,3,578.05,50672821,2012
568.1,2012-03-13,506.5,474,555.75,3,557.54,24673237,2012
552,2012-03-12,506.5,475,547,3,548.98,14545717,2012
545.17,2012-03-09,506.5,476,543.11,3,544.21,14960676,2012
541.99,2012-03-08,506.5,477,532.12,3,534.69,18444389,2012
530.69,2012-03-07,506.5,478,523.3,3,536.8,28518507,2012
530.26,2012-03-06,506.5,479,516.22,3,523.66,28937093,2012
533.16,2012-03-05,506.5,480,526,3,545.42,28897169,2012
545.18,2012-03-02,506.5,481,542.52,3,544.24,15418227,2012
544.47,2012-03-01,506.5,482,538.77,3,548.17,24401884,2012
542.44,2012-02-29,506.5,483,535.7,2,541.56,34000054,2012
525.76,2012-02-27,506.5,485,516.28,2,521.31,19556472,2012
522.41,2012-02-24,506.5,486,518.64,2,519.67,14831415,2012
516.39,2012-02-23,506.5,487,509.5,2,515.08,20286616,2012
513.04,2012-02-22,506.5,488,509.07,2,513.08,17260544,2012
514.85,2012-02-21,506.5,489,504.12,2,506.88,21628057,2012
502.12,2012-02-17,506.5,490,500.3,2,503.11,19135313,2012
502.21,2012-02-16,506.5,491,486.63,2,491.5,33733915,2012
497.67,2012-02-15,506.5,492,496.89,2,514.26,53789720,2012
509.46,2012-02-14,506.5,493,502,2,504.66,16497573,2012
502.6,2012-02-13,506.5,494,497.09,2,499.53,18471658,2012
493.42,2012-02-10,506.5,495,488.55,2,490.96,22546425,2012
493.17,2012-02-09,506.5,496,480.56,2,480.76,31579086,2012
476.68,2012-02-08,506.5,497,469.7,2,470.5,14567040,2012
468.83,2012-02-07,506.5,498,464.58,2,465.25,11293609,2012
463.97,2012-02-06,506.5,499,458.2,2,458.38,8917228,2012
459.68,2012-02-03,506.5,500,455.56,2,457.3,10245287,2012
455.12,2012-02-02,506.5,501,453.98,2,455.9,6671221,2012
456.19,2012-02-01,506.5,502,455.55,2,458.41,9644366,2012
456.48,2012-01-31,506.5,503,453.07,1,455.59,13996855,2012
453.01,2012-01-30,506.5,504,445.39,1,445.71,13547439,2012
447.28,2012-01-27,506.5,505,443.77,1,444.34,10710233,2012
444.63,2012-01-26,506.5,506,443.14,1,448.36,11579673,2012
446.66,2012-01-25,506.5,507,443.73,1,454.44,34223691,2012
420.41,2012-01-24,506.5,508,419.55,1,425.1,19558473,2012
427.41,2012-01-23,506.5,509,422.3,1,422.67,10930778,2012
420.3,2012-01-20,506.5,510,419.75,1,427.49,14784607,2012
427.75,2012-01-19,506.5,511,426.51,1,430.15,9347779,2012
429.11,2012-01-18,506.5,512,426.3,1,426.96,9885394,2012
424.7,2012-01-17,506.5,513,422.96,1,424.2,8674865,2012
419.81,2012-01-13,506.5,514,418.66,1,419.7,8077107,2012
421.39,2012-01-12,506.5,515,418.75,1,422.28,7597273,2012
422.55,2012-01-11,506.5,516,419.31,1,422.68,7685437,2012
423.24,2012-01-10,506.5,517,421.5,1,425.91,9225966,2012
421.73,2012-01-09,506.5,518,421.35,1,425.5,14072256,2012
422.4,2012-01-06,506.5,519,419.22,1,419.77,11370916,2012
418.03,2012-01-05,506.5,520,412.67,1,414.95,9688115,2012
413.44,2012-01-04,506.5,521,409.28,1,410,9294444,2012
411.23,2012-01-03,506.5,522,409,1,409.4,10794957,2012
